date,product,region,quantity,sales,profit
2023-05-16,Mobile,Canada,4,26380,2711
2023-05-17,Headphones,Canada,7,49544,13757
2023-05-17,Mobile,Germany,6,26575,7626
2023-05-17,Smartwatch,Germany,6,30396,3655
2023-05-18,Tablet,USA,1,5712,1416
2023-05-18,Headphones,India,2,38266,9388
2023-05-18,Camera,India,8,21497,4262
2023-05-18,Laptop,Canada,7,33489,8625
2023-05-18,Tablet,Canada,3,48592,8629
2023-05-19,Tablet,USA,4,45808,9469
2023-05-19,Tablet,UK,2,30446,4379
2023-05-19,Headphones,UK,2,14564,2471
2023-05-19,Laptop,Canada,5,16433,2357
2023-05-20,Headphones,Germany,10,19521,2585
2023-05-20,Tablet,USA,1,33608,6511
2023-05-20,Headphones,USA,8,42738,11702
2023-05-20,Tablet,Germany,2,14316,1946
2023-05-21,Tablet,USA,3,10340,1498
2023-05-21,Mobile,India,6,46936,8950
2023-05-21,Headphones,India,10,40564,9202
2023-05-21,Smartwatch,Germany,4,33981,5751
2023-05-21,Laptop,Canada,1,49599,12414
2023-05-21,Camera,USA,5,42007,8462
2023-05-22,Tablet,USA,5,16077,4104
2023-05-22,Tablet,Canada,4,34284,7285
2023-05-22,Camera,India,5,44836,8632
2023-05-23,Tablet,India,2,38808,10861
2023-05-23,Tablet,Germany,10,30513,8011
2023-05-23,Smartwatch,USA,4,22559,2764
2023-05-23,Camera,UK,10,38510,4234
2023-05-24,Laptop,Canada,6,30726,7977
2023-05-24,Laptop,Germany,8,27356,7867
2023-05-24,Camera,USA,9,13611,2714
2023-05-24,Tablet,Canada,4,42146,10390
2023-05-25,Headphones,India,5,18952,3667
2023-05-25,Mobile,USA,8,5378,718
2023-05-25,Camera,USA,7,11148,1874
2023-05-25,Camera,India,6,18971,5293
2023-05-26,Smartwatch,Canada,7,49127,8436
2023-05-26,Smartwatch,India,6,31683,4814
2023-05-26,Mobile,Canada,10,21320,3102
2023-05-26,Tablet,Germany,8,22486,3179
2023-05-26,Headphones,UK,4,39445,4557
2023-05-26,Headphones,Germany,7,46585,13128
2023-05-27,Laptop,UK,2,3186,927
2023-05-27,Tablet,USA,8,29498,5486
2023-05-27,Mobile,UK,2,22739,5133
2023-05-28,Mobile,Canada,10,11781,3036
2023-05-28,Camera,Canada,2,24873,7348
2023-05-28,Camera,UK,9,48624,10576
2023-05-28,Laptop,Canada,6,25494,3286
2023-05-28,Tablet,USA,7,38665,4542
2023-05-28,Headphones,USA,10,27046,4692
2023-05-29,Laptop,USA,6,6711,1749
2023-05-29,Smartwatch,UK,1,2153,312
2023-05-29,Camera,UK,5,46561,10236
2023-05-29,Laptop,India,7,7900,2058
2023-05-29,Mobile,USA,10,46731,6643
2023-05-29,Mobile,Germany,9,38035,11342
2023-05-30,Laptop,UK,2,22907,3022
2023-05-30,Mobile,Germany,8,40709,9779
2023-05-30,Headphones,USA,7,28932,3173
2023-05-31,Laptop,USA,9,18412,5350
2023-05-31,Smartwatch,UK,7,25858,6193
2023-05-31,Smartwatch,Canada,9,47989,11879
2023-06-01,Headphones,USA,4,29004,8484
2023-06-01,Smartwatch,Germany,7,19099,3909
2023-06-01,Mobile,India,5,22375,5518
2023-06-01,Laptop,Germany,10,37552,11251
2023-06-01,Camera,India,10,2001,317
2023-06-01,Smartwatch,UK,3,23629,2681
2023-06-02,Mobile,Canada,1,2018,418
2023-06-02,Tablet,Germany,4,26790,7929
2023-06-02,Tablet,Germany,8,14759,2042
2023-06-02,Tablet,Germany,7,16065,4096
2023-06-02,Laptop,USA,3,40987,6345
2023-06-03,Headphones,India,10,31944,4886
2023-06-03,Camera,Canada,10,31173,6497
2023-06-03,Smartwatch,USA,8,32292,8232
2023-06-03,Mobile,USA,6,23507,4798
2023-06-04,Camera,Germany,9,41807,7029
2023-06-04,Smartwatch,Canada,5,31493,7738
2023-06-04,Headphones,Canada,8,49886,12092
2023-06-04,Mobile,Germany,6,33438,9290
2023-06-04,Tablet,Canada,9,46668,12996
2023-06-04,Laptop,India,9,40515,11314
2023-06-05,Camera,USA,6,33263,7345
2023-06-05,Headphones,USA,8,24329,6433
2023-06-05,Mobile,Canada,3,19218,4360
2023-06-06,Camera,Germany,10,43719,5053
2023-06-06,Smartwatch,India,7,23914,5256
2023-06-06,Smartwatch,Germany,2,22364,3121
2023-06-06,Smartwatch,USA,4,4860,1272
2023-06-06,Laptop,UK,9,15680,4388
2023-06-06,Camera,USA,9,33039,7327
2023-06-07,Camera,USA,1,42621,6517
2023-06-07,Headphones,India,7,39692,10209
2023-06-07,Laptop,Germany,10,48109,13524
2023-06-07,Mobile,USA,4,37348,8714
2023-06-08,Camera,Canada,9,20964,2158
2023-06-08,Camera,USA,2,49598,13148
2023-06-08,Laptop,Germany,10,48962,11187
2023-06-08,Headphones,USA,2,29885,5766
2023-06-08,Laptop,USA,7,34561,8443
2023-06-09,Camera,Germany,10,22133,6636
2023-06-09,Camera,Canada,7,48863,11243
2023-06-09,Camera,UK,9,49784,9693
2023-06-09,Camera,USA,10,9434,2201
2023-06-09,Laptop,Canada,7,46773,14021
2023-06-09,Tablet,Canada,5,18322,5487
2023-06-10,Mobile,India,5,35189,7750
2023-06-10,Laptop,UK,2,8006,1760
2023-06-10,Headphones,Canada,2,46706,8152
2023-06-10,Headphones,Germany,7,9905,1424
2023-06-10,Smartwatch,UK,3,3143,669
2023-06-10,Mobile,USA,10,9152,1220
2023-06-11,Camera,Germany,1,25433,5940
2023-06-11,Laptop,Germany,8,48876,13561
2023-06-11,Mobile,India,3,15374,2548
2023-06-11,Smartwatch,India,7,49112,7533
2023-06-12,Camera,Canada,2,2659,457
2023-06-12,Camera,USA,5,48642,7041
2023-06-12,Headphones,USA,2,41322,5028
2023-06-12,Tablet,Germany,10,28550,3500
2023-06-12,Headphones,Germany,3,23273,6100
2023-06-13,Headphones,UK,4,20137,3965
2023-06-13,Tablet,Germany,10,15648,3313
2023-06-13,Smartwatch,India,8,17714,4940
2023-06-14,Laptop,UK,3,20102,3043
2023-06-14,Smartwatch,UK,5,37782,10071
2023-06-14,Mobile,USA,7,34918,6761
2023-06-14,Camera,UK,1,13595,3202
2023-06-15,Headphones,UK,9,21559,2399
2023-06-15,Mobile,Germany,9,41115,7961
2023-06-15,Camera,UK,1,18006,4290
2023-06-16,Laptop,India,10,30625,6946
2023-06-16,Mobile,India,1,43652,11247
2023-06-16,Headphones,Germany,6,23048,5201
2023-06-17,Laptop,USA,6,47991,11225
2023-06-17,Tablet,India,4,11570,1368
2023-06-17,Mobile,USA,6,49105,12293
2023-06-17,Camera,India,10,17393,2155
2023-06-18,Tablet,USA,1,22617,5810
2023-06-18,Headphones,USA,1,20416,4504
2023-06-18,Tablet,USA,4,19143,4327
2023-06-18,Smartwatch,India,1,49212,9503
2023-06-19,Laptop,USA,10,28142,3623
2023-06-19,Camera,UK,5,45942,11129
2023-06-19,Camera,UK,10,2549,654
2023-06-19,Laptop,Germany,5,27876,8205
2023-06-20,Headphones,Canada,4,29533,5166
2023-06-20,Mobile,Germany,1,39742,7843
2023-06-20,Mobile,Canada,2,17748,4180
2023-06-20,Headphones,UK,2,20422,3160
2023-06-20,Headphones,USA,3,27978,6511
2023-06-20,Smartwatch,UK,6,10082,2264
2023-06-21,Tablet,USA,7,33535,4285
2023-06-21,Headphones,USA,1,33477,9543
2023-06-21,Smartwatch,USA,1,8910,2409
2023-06-21,Tablet,Canada,2,26490,7027
2023-06-21,Mobile,India,10,1158,325
2023-06-21,Smartwatch,India,9,3747,443
2023-06-22,Tablet,Germany,5,27335,4304
2023-06-22,Smartwatch,USA,7,42577,10626
2023-06-22,Mobile,India,6,18876,2668
2023-06-22,Laptop,Canada,2,1130,319
2023-06-22,Mobile,Germany,8,10301,2043
2023-06-22,Smartwatch,UK,1,25054,7454
2023-06-23,Headphones,India,4,45069,12382
2023-06-23,Mobile,USA,10,1510,247
2023-06-23,Tablet,Canada,7,44788,5270
2023-06-23,Mobile,UK,10,34207,4514
2023-06-23,Camera,India,2,20805,5750
2023-06-24,Laptop,Canada,4,35632,10494
2023-06-24,Headphones,Germany,3,3945,983
2023-06-24,Headphones,Germany,1,18006,4146
2023-06-24,Smartwatch,Canada,8,22834,4435
2023-06-24,Tablet,UK,8,27661,5445
2023-06-24,Camera,Canada,10,27439,6859
2023-06-25,Smartwatch,India,7,6411,1275
2023-06-25,Smartwatch,USA,3,15230,4242
2023-06-25,Headphones,Germany,5,16527,4696
2023-06-26,Headphones,Germany,7,49565,9036
2023-06-26,Laptop,UK,3,19093,5455
2023-06-26,Smartwatch,UK,8,9482,2307
2023-06-26,Laptop,USA,4,29230,4672
2023-06-26,Smartwatch,Canada,4,16110,3518
2023-06-27,Laptop,India,6,39744,6166
2023-06-27,Mobile,India,3,26479,6121
2023-06-27,Headphones,India,9,4799,1139
2023-06-27,Headphones,USA,4,41270,9611
2023-06-27,Laptop,Canada,2,11612,2639
2023-06-27,Mobile,Canada,7,2139,243
2023-06-28,Tablet,UK,6,19118,3278
2023-06-28,Mobile,Germany,2,20578,2163
2023-06-28,Smartwatch,Canada,3,49974,10401
2023-06-29,Smartwatch,India,4,29676,8802
2023-06-29,Tablet,Canada,8,29045,3359
2023-06-29,Camera,India,1,24892,3802
2023-06-29,Laptop,Canada,1,43071,10494
2023-06-30,Camera,Canada,7,6222,1276
2023-06-30,Smartwatch,India,7,4138,1133
2023-06-30,Tablet,Germany,8,45640,5980
2023-06-30,Laptop,UK,3,36650,7349
2023-06-30,Smartwatch,Canada,1,27387,6663
2023-07-01,Mobile,UK,9,5916,1175
2023-07-01,Headphones,USA,10,44995,4892
2023-07-01,Mobile,USA,1,28252,4287
2023-07-01,Tablet,India,1,44124,4864
2023-07-01,Camera,UK,7,42511,12346
2023-07-01,Smartwatch,UK,8,9601,2434
2023-07-02,Smartwatch,Germany,1,39123,7351
2023-07-02,Camera,UK,4,3619,400
2023-07-02,Smartwatch,USA,3,14583,3087
2023-07-02,Headphones,Canada,5,11854,1963
2023-07-02,Smartwatch,USA,3,19215,2031
2023-07-02,Camera,USA,4,48485,9675
2023-07-03,Camera,India,9,44015,11305
2023-07-03,Laptop,Canada,3,26299,5242
2023-07-03,Smartwatch,USA,10,35710,9517
2023-07-03,Laptop,Canada,1,34489,9742
2023-07-04,Camera,Canada,1,45056,8539
2023-07-04,Mobile,USA,9,17459,2485
2023-07-04,Tablet,Canada,2,42621,5923
2023-07-05,Tablet,India,7,15748,4584
2023-07-05,Tablet,India,8,26810,5658
2023-07-05,Camera,India,3,35676,4268
2023-07-05,Headphones,India,7,12852,3573
2023-07-05,Laptop,UK,2,6670,1227
2023-07-06,Tablet,Canada,4,14852,4019
2023-07-06,Mobile,USA,4,38388,4265
2023-07-06,Smartwatch,Germany,3,6462,1804
2023-07-07,Headphones,UK,6,43484,10154
2023-07-07,Tablet,Canada,3,49369,10422
2023-07-07,Tablet,UK,2,34910,9294
2023-07-08,Mobile,India,2,24269,6103
2023-07-08,Mobile,Canada,4,41831,12206
2023-07-08,Camera,Germany,6,5504,1565
2023-07-08,Mobile,India,8,42504,7936
2023-07-09,Laptop,India,5,45270,9012
2023-07-09,Camera,India,9,23791,3430
2023-07-09,Camera,Canada,6,14950,1563
2023-07-09,Tablet,Canada,9,35471,5281
2023-07-09,Tablet,Canada,6,41891,8384
2023-07-09,Camera,Canada,7,43514,6239
2023-07-10,Smartwatch,USA,7,25454,3024
2023-07-10,Laptop,Germany,8,44196,12315
2023-07-10,Smartwatch,Canada,7,6806,1605
2023-07-11,Smartwatch,Canada,1,35994,4031
2023-07-11,Smartwatch,India,4,14727,1686
2023-07-11,Headphones,Canada,1,13213,3758
2023-07-11,Mobile,Germany,7,33248,5987
2023-07-11,Laptop,USA,10,7178,891
2023-07-11,Smartwatch,India,9,21040,3438
2023-07-12,Laptop,Canada,10,32432,7423
2023-07-12,Headphones,Germany,1,7702,1374
2023-07-12,Laptop,India,6,12499,1968
2023-07-12,Laptop,USA,3,47293,9412
2023-07-12,Headphones,Canada,8,16462,2615
2023-07-13,Smartwatch,India,10,1155,282
2023-07-13,Smartwatch,India,10,9557,1039
2023-07-13,Tablet,India,6,25787,4439
2023-07-13,Tablet,UK,9,19589,2581
2023-07-13,Laptop,India,3,17362,2137
2023-07-13,Smartwatch,USA,4,10843,2323
2023-07-14,Mobile,USA,10,1469,240
2023-07-14,Camera,USA,9,12690,2168
2023-07-14,Mobile,India,8,8483,2375
2023-07-15,Laptop,Canada,5,24402,5595
2023-07-15,Mobile,Canada,1,31356,6176
2023-07-15,Headphones,Germany,5,4884,1355
2023-07-16,Camera,Germany,3,14320,3590
2023-07-16,Headphones,India,6,1250,168
2023-07-16,Smartwatch,India,1,15710,1578
2023-07-16,Camera,Canada,2,2798,772
2023-07-16,Headphones,UK,5,10118,2112
2023-07-16,Tablet,India,3,7999,2048
2023-07-17,Camera,Germany,4,39591,8701
2023-07-17,Laptop,Canada,5,49279,14085
2023-07-17,Laptop,USA,8,34891,8116
2023-07-18,Camera,USA,2,29638,8548
2023-07-18,Camera,India,4,14722,1947
2023-07-18,Tablet,India,5,1168,336
2023-07-18,Mobile,India,9,3840,909
2023-07-18,Camera,UK,7,45754,8063
2023-07-19,Smartwatch,USA,3,16103,2099
2023-07-19,Mobile,USA,2,28005,3150
2023-07-19,Smartwatch,USA,5,16355,2994
2023-07-19,Tablet,Canada,1,29957,4731
2023-07-20,Tablet,Canada,9,31521,7983
2023-07-20,Smartwatch,India,4,9865,2840
2023-07-20,Tablet,Germany,9,36818,8454
2023-07-20,Camera,UK,4,15503,2150
2023-07-20,Smartwatch,Canada,5,23601,4569
2023-07-20,Smartwatch,India,6,7688,1864
2023-07-21,Camera,Canada,9,32600,9738
2023-07-21,Camera,UK,10,29974,3875
2023-07-21,Mobile,India,2,48445,12388
2023-07-21,Tablet,Canada,1,40282,9200
2023-07-21,Tablet,Germany,6,42644,6762
2023-07-22,Smartwatch,USA,2,48172,5512
2023-07-22,Headphones,Canada,5,13628,2577
2023-07-22,Tablet,Germany,1,34775,7179
2023-07-22,Laptop,UK,6,48042,12917
2023-07-23,Tablet,Germany,4,43003,12323
2023-07-23,Laptop,Canada,6,42762,6000
2023-07-23,Tablet,Canada,9,47455,5947
2023-07-23,Camera,Germany,5,42784,5618
2023-07-24,Laptop,India,4,28178,5184
2023-07-24,Tablet,UK,7,9403,2032
2023-07-24,Mobile,Germany,9,16555,3896
2023-07-24,Smartwatch,USA,6,34299,8393
2023-07-24,Tablet,UK,4,28444,8240
2023-07-25,Camera,USA,1,28787,4975
2023-07-25,Laptop,USA,8,25504,5509
2023-07-25,Camera,India,5,20334,5269
2023-07-25,Mobile,India,10,17339,2311
2023-07-25,Camera,UK,5,10047,2221
2023-07-25,Laptop,UK,7,16902,3387
2023-07-26,Smartwatch,India,6,22637,4687
2023-07-26,Laptop,Canada,7,22525,4116
2023-07-26,Mobile,UK,5,43249,9442
2023-07-26,Camera,UK,4,34086,9215
2023-07-26,Laptop,Germany,4,26873,5821
2023-07-27,Headphones,Canada,7,46901,5364
2023-07-27,Camera,USA,1,12142,3527
2023-07-27,Camera,Canada,8,13472,3943
2023-07-27,Laptop,UK,3,13384,2046
2023-07-27,Mobile,USA,5,35286,4719
2023-07-27,Laptop,India,10,18448,2666
2023-07-28,Mobile,Germany,8,2780,365
2023-07-28,Mobile,Germany,8,44055,12799
2023-07-28,Smartwatch,UK,1,20953,4129
2023-07-28,Mobile,USA,4,10064,1031
2023-07-28,Tablet,Canada,3,25254,7014
2023-07-28,Headphones,UK,7,15869,3674
2023-07-29,Smartwatch,UK,6,45945,9284
2023-07-29,Tablet,USA,1,29934,5276
2023-07-29,Headphones,UK,9,48695,10270
2023-07-29,Smartwatch,Canada,5,46729,6612
2023-07-29,Laptop,Germany,9,43237,6738
2023-07-29,Smartwatch,UK,4,33833,4993
2023-07-30,Smartwatch,USA,1,15731,1862
2023-07-30,Headphones,Germany,8,8006,2036
2023-07-30,Mobile,USA,8,15717,2354
2023-07-30,Tablet,USA,8,47326,11627
2023-07-30,Smartwatch,USA,7,26327,4212
2023-07-31,Tablet,UK,3,4652,932
2023-07-31,Smartwatch,Germany,2,4821,719
2023-07-31,Headphones,UK,8,39579,9601
2023-07-31,Laptop,UK,7,21765,6305
2023-07-31,Laptop,India,10,25902,6587
2023-07-31,Headphones,UK,8,24255,3443
2023-08-01,Headphones,Canada,2,7734,1859
2023-08-01,Headphones,UK,9,13783,4061
2023-08-01,Headphones,Canada,8,39642,7077
2023-08-01,Headphones,USA,7,21480,2351
2023-08-01,Smartwatch,Canada,6,6579,1931
2023-08-02,Smartwatch,Canada,4,8672,1190
2023-08-02,Mobile,Germany,2,30740,9135
2023-08-02,Smartwatch,India,9,15641,2703
2023-08-02,Mobile,Canada,10,11620,3273
2023-08-03,Tablet,USA,10,23133,4470
2023-08-03,Laptop,Germany,5,16910,3762
2023-08-03,Tablet,Canada,9,31654,6930
2023-08-03,Tablet,Canada,2,17702,3677
2023-08-04,Headphones,Canada,4,3350,558
2023-08-04,Laptop,USA,3,21353,4066
2023-08-04,Mobile,Germany,2,7874,1285
2023-08-04,Smartwatch,Canada,10,35366,6387
2023-08-04,Laptop,Germany,3,16971,4592
2023-08-05,Mobile,Canada,4,21736,4020
2023-08-05,Smartwatch,Canada,3,47493,9758
2023-08-05,Mobile,UK,6,2218,648
2023-08-05,Tablet,Germany,6,10257,1637
2023-08-05,Laptop,UK,9,9510,1667
2023-08-06,Laptop,Canada,5,41544,10608
2023-08-06,Smartwatch,UK,4,42269,10356
2023-08-06,Tablet,UK,7,49493,13276
2023-08-06,Headphones,Germany,10,18507,3550
2023-08-06,Laptop,Canada,1,45478,7016
2023-08-06,Smartwatch,UK,10,33477,6717
2023-08-07,Laptop,Germany,6,8307,945
2023-08-07,Tablet,Germany,10,17816,5116
2023-08-07,Headphones,Germany,9,42189,7615
2023-08-08,Tablet,USA,8,5142,691
2023-08-08,Tablet,UK,5,25630,2772
2023-08-08,Mobile,UK,1,30939,5919
2023-08-09,Tablet,Canada,6,38765,6626
2023-08-09,Camera,UK,4,26830,3239
2023-08-09,Headphones,USA,5,9441,2417
2023-08-10,Tablet,Canada,5,24123,6876
2023-08-10,Tablet,Canada,2,14751,3775
2023-08-10,Laptop,Canada,10,13134,2871
2023-08-10,Tablet,India,1,12950,2650
2023-08-11,Camera,Canada,5,19528,1969
2023-08-11,Laptop,Germany,2,9003,1045
2023-08-11,Mobile,India,6,19812,4031
2023-08-12,Laptop,Canada,6,7344,1749
2023-08-12,Headphones,USA,6,44789,11938
2023-08-12,Smartwatch,USA,5,21661,5003
2023-08-12,Camera,Canada,8,34672,5794
2023-08-13,Laptop,India,10,30394,8921
2023-08-13,Headphones,Germany,9,45076,8229
2023-08-13,Headphones,Germany,1,5754,1024
2023-08-13,Camera,USA,1,35247,9078
2023-08-13,Smartwatch,Canada,5,6998,1704
2023-08-13,Smartwatch,Germany,10,5028,991
2023-08-14,Tablet,Canada,1,2036,452
2023-08-14,Laptop,Canada,5,44412,4843
2023-08-14,Headphones,USA,5,28425,3420
2023-08-15,Smartwatch,UK,10,49094,12306
2023-08-15,Tablet,USA,1,35884,5135
2023-08-15,Laptop,Germany,4,26796,2975
2023-08-15,Mobile,Canada,6,21850,6470
2023-08-15,Headphones,Canada,8,21945,3732
2023-08-16,Mobile,Canada,10,30213,5577
2023-08-16,Smartwatch,India,2,13780,2110
2023-08-16,Camera,UK,7,19520,2475
2023-08-16,Smartwatch,India,6,44907,10906
2023-08-17,Camera,USA,6,3962,626
2023-08-17,Camera,UK,4,4936,1258
2023-08-17,Tablet,India,9,37464,7855
2023-08-17,Laptop,Canada,7,37315,5671
2023-08-18,Headphones,Germany,8,38211,8906
2023-08-18,Headphones,UK,4,31825,6837
2023-08-18,Headphones,UK,2,22026,3635
2023-08-18,Smartwatch,UK,1,45733,12000
2023-08-19,Camera,Germany,1,44944,6911
2023-08-19,Headphones,Germany,8,29760,7758
2023-08-19,Smartwatch,USA,4,35101,8302
2023-08-19,Mobile,USA,1,37270,7520
2023-08-19,Camera,USA,10,14204,2290
2023-08-19,Headphones,UK,7,38987,6903
2023-08-20,Camera,India,4,42894,7079
2023-08-20,Tablet,USA,2,34688,4174
2023-08-20,Camera,India,3,26817,4972
2023-08-20,Mobile,USA,2,46733,9478
2023-08-20,Mobile,USA,7,16901,1925
2023-08-20,Smartwatch,Canada,6,35294,9503
2023-08-21,Mobile,USA,7,48730,9389
2023-08-21,Camera,Germany,8,10124,1020
2023-08-21,Tablet,UK,3,26075,7098
2023-08-22,Tablet,UK,3,36678,8332
2023-08-22,Tablet,Germany,10,37651,9844
2023-08-22,Tablet,UK,1,30937,8067
2023-08-22,Smartwatch,Canada,6,7124,1223
2023-08-23,Smartwatch,UK,2,22963,6605
2023-08-23,Smartwatch,USA,4,21486,6319
2023-08-23,Mobile,Canada,1,8930,1667
2023-08-23,Camera,Canada,3,20165,4685
2023-08-23,Camera,Canada,1,38552,7377
2023-08-23,Laptop,Germany,3,31435,7559
2023-08-24,Camera,UK,2,22403,2291
2023-08-24,Laptop,India,10,43514,6828
2023-08-24,Mobile,UK,10,49282,8065
2023-08-24,Camera,USA,8,43584,10189
2023-08-25,Tablet,India,3,24500,5528
2023-08-25,Camera,India,3,34961,7988
2023-08-25,Mobile,Canada,4,15209,4397
2023-08-25,Headphones,USA,8,12242,1644
2023-08-25,Camera,USA,5,29163,4146
2023-08-26,Smartwatch,India,3,10567,1455
2023-08-26,Tablet,Germany,5,13668,3269
2023-08-26,Laptop,India,5,33670,5750
2023-08-26,Mobile,Canada,6,8086,1989
2023-08-26,Smartwatch,India,8,6612,1483
2023-08-26,Laptop,USA,1,2854,608
2023-08-27,Tablet,UK,7,31294,7036
2023-08-27,Mobile,UK,6,46131,5660
2023-08-27,Mobile,UK,3,25855,3442
2023-08-27,Mobile,Germany,1,2052,300
2023-08-28,Mobile,Germany,3,10997,3252
2023-08-28,Smartwatch,Germany,10,28875,6287
2023-08-28,Smartwatch,Germany,2,42550,8244
2023-08-29,Tablet,UK,3,4299,594
2023-08-29,Mobile,India,2,16463,2031
2023-08-29,Mobile,Germany,10,19443,5232
2023-08-29,Camera,UK,8,2089,383
2023-08-29,Headphones,Canada,10,19318,5773
2023-08-29,Smartwatch,USA,3,47905,12970
2023-08-30,Tablet,India,9,34803,9909
2023-08-30,Laptop,UK,9,23389,4626
2023-08-30,Mobile,Germany,10,40711,8667
2023-08-31,Mobile,India,3,45995,6125
2023-08-31,Camera,Germany,9,32343,4386
2023-08-31,Tablet,USA,10,37645,6727
2023-08-31,Headphones,India,9,12197,1622
2023-08-31,Camera,USA,4,26485,6821
2023-09-01,Laptop,UK,1,37738,4758
2023-09-01,Laptop,Germany,10,4404,1215
2023-09-01,Camera,India,1,1175,313
2023-09-01,Laptop,USA,9,34185,5612
2023-09-02,Headphones,UK,8,25121,4506
2023-09-02,Mobile,Canada,6,19650,4155
2023-09-02,Mobile,UK,5,23678,2437
2023-09-02,Tablet,India,2,33537,8214
2023-09-03,Tablet,India,5,49773,9403
2023-09-03,Headphones,Germany,2,25595,5828
2023-09-03,Mobile,India,10,15816,3002
2023-09-03,Headphones,India,8,11503,2347
2023-09-03,Laptop,India,1,33456,6649
2023-09-04,Mobile,Canada,5,45806,6498
2023-09-04,Laptop,USA,7,14629,2525
2023-09-04,Camera,Germany,9,8571,1331
2023-09-04,Smartwatch,Canada,9,5143,1020
2023-09-05,Camera,UK,9,34882,5167
2023-09-05,Smartwatch,UK,6,26368,3340
2023-09-05,Mobile,UK,3,36925,4528
2023-09-06,Smartwatch,India,10,26597,6202
2023-09-06,Headphones,Germany,9,36736,7319
2023-09-06,Tablet,Germany,8,49605,11590
2023-09-06,Laptop,Canada,3,11132,1664
2023-09-07,Camera,USA,8,17509,3894
2023-09-07,Tablet,USA,5,27547,7241
2023-09-07,Smartwatch,Canada,6,20377,5756
2023-09-07,Tablet,USA,4,41226,9287
2023-09-08,Mobile,UK,10,8957,2580
2023-09-08,Camera,USA,9,7764,1292
2023-09-08,Camera,India,4,27835,6472
2023-09-08,Smartwatch,Canada,1,46707,6590
2023-09-08,Laptop,UK,2,8170,1038
2023-09-08,Mobile,Canada,7,43213,6417
2023-09-09,Headphones,Canada,7,48560,8904
2023-09-09,Smartwatch,Germany,4,43303,8968
2023-09-09,Laptop,UK,7,24182,6238
2023-09-09,Smartwatch,USA,10,12940,3169
2023-09-09,Smartwatch,UK,4,49941,10047
2023-09-10,Smartwatch,India,3,33934,5912
2023-09-10,Mobile,USA,3,35058,8888
2023-09-10,Mobile,UK,5,37742,4057
2023-09-11,Laptop,USA,1,22349,6397
2023-09-11,Laptop,USA,6,6417,797
2023-09-11,Laptop,UK,2,35504,7761
2023-09-11,Headphones,USA,6,46699,4924
2023-09-12,Tablet,Canada,8,45289,6736
2023-09-12,Laptop,UK,4,11261,2192
2023-09-12,Camera,Canada,9,3318,847
2023-09-12,Headphones,Canada,3,27169,6014
2023-09-12,Smartwatch,Germany,2,2382,267
2023-09-12,Mobile,India,3,2636,543
2023-09-13,Headphones,India,5,44416,10659
2023-09-13,Mobile,UK,4,47236,13455
2023-09-13,Mobile,UK,5,38331,10728
2023-09-13,Mobile,USA,10,25885,3244
2023-09-14,Camera,Canada,7,15395,4161
2023-09-14,Camera,India,1,39824,10735
2023-09-14,Headphones,UK,5,46506,8532
2023-09-15,Camera,USA,3,14398,3868
2023-09-15,Tablet,USA,6,15023,2539
2023-09-15,Laptop,Canada,4,44213,5117
2023-09-15,Mobile,USA,1,25074,7410
2023-09-15,Laptop,USA,8,49270,13340
2023-09-15,Smartwatch,Germany,5,4647,480
2023-09-16,Smartwatch,UK,9,29749,5129
2023-09-16,Laptop,Germany,8,40555,7444
2023-09-16,Mobile,Canada,2,40999,5324
2023-09-17,Laptop,India,1,22555,4351
2023-09-17,Laptop,Canada,8,13184,1469
2023-09-17,Smartwatch,India,2,45100,11229
2023-09-17,Headphones,India,10,3993,651
2023-09-17,Laptop,Canada,6,20763,4934
2023-09-17,Laptop,USA,6,47590,13984
2023-09-18,Mobile,UK,5,37846,3854
2023-09-18,Camera,India,10,24272,6818
2023-09-18,Laptop,USA,5,7167,1811
2023-09-18,Mobile,India,1,42868,6796
2023-09-18,Laptop,Canada,5,28249,6787
2023-09-19,Tablet,Canada,6,48322,5378
2023-09-19,Headphones,Canada,5,15079,3325
2023-09-19,Tablet,Germany,1,48933,9825
2023-09-19,Smartwatch,Germany,8,30553,3232
2023-09-19,Tablet,Germany,1,5720,807
2023-09-20,Laptop,India,2,39466,9668
2023-09-20,Headphones,USA,4,43453,8203
2023-09-20,Tablet,USA,3,20851,2290
2023-09-20,Headphones,Canada,6,26581,5399
2023-09-20,Smartwatch,India,3,42153,11476
2023-09-21,Mobile,Canada,4,46482,13220
2023-09-21,Laptop,USA,3,37898,9917
2023-09-21,Headphones,USA,1,13872,2560
2023-09-21,Smartwatch,Canada,10,40274,4464
2023-09-22,Camera,India,7,36941,6151
2023-09-22,Headphones,India,2,1041,219
2023-09-22,Laptop,UK,8,26581,3886
2023-09-22,Headphones,Germany,8,24182,3125
2023-09-22,Tablet,USA,9,15020,2728
2023-09-22,Smartwatch,Canada,8,3908,874
2023-09-23,Smartwatch,UK,6,44674,12632
2023-09-23,Headphones,Germany,4,26626,4692
2023-09-23,Laptop,Canada,2,11524,2735
2023-09-23,Headphones,UK,9,21090,2599
2023-09-23,Headphones,UK,4,3783,1032
2023-09-23,Mobile,UK,5,47742,14039
2023-09-24,Laptop,Germany,10,31496,4587
2023-09-24,Mobile,India,1,36693,6455
2023-09-24,Camera,UK,6,37264,11066
2023-09-25,Tablet,India,3,30093,4495
2023-09-25,Camera,Canada,7,1364,138
