date,product,sales,users
2023-08-30,Game Pass,10717,184
2023-08-30,Premium Subscription,14524,250
2023-08-30,In-game Purchase,7645,138
2023-08-31,Game Pass,11742,216
2023-08-31,Premium Subscription,14418,321
2023-08-31,In-game Purchase,7283,130
2023-09-01,Game Pass,11024,224
2023-09-01,Premium Subscription,13706,330
2023-09-01,In-game Purchase,7559,139
2023-09-02,Game Pass,13251,250
2023-09-02,Premium Subscription,16279,377
2023-09-02,In-game Purchase,9675,203
2023-09-03,Game Pass,14841,343
2023-09-03,Premium Subscription,18147,363
2023-09-03,In-game Purchase,9214,222
2023-09-04,Game Pass,10875,202
2023-09-04,Premium Subscription,14333,257
2023-09-04,In-game Purchase,7763,177
2023-09-05,Game Pass,10640,180
2023-09-05,Premium Subscription,14224,277
2023-09-05,In-game Purchase,7213,134
2023-09-06,Game Pass,11579,245
2023-09-06,Premium Subscription,14286,285
2023-09-06,In-game Purchase,6929,134
2023-09-07,Game Pass,11232,252
2023-09-07,Premium Subscription,14210,267
2023-09-07,In-game Purchase,7644,176
2023-09-08,Game Pass,11807,235
2023-09-08,Premium Subscription,13043,244
2023-09-08,In-game Purchase,6810,121
2023-09-09,Game Pass,15000,281
2023-09-09,Premium Subscription,17560,303
2023-09-09,In-game Purchase,8940,195
2023-09-10,Game Pass,15406,258
2023-09-10,Premium Subscription,17596,352
2023-09-10,In-game Purchase,8302,168
2023-09-11,Game Pass,11510,273
2023-09-11,Premium Subscription,14322,267
2023-09-11,In-game Purchase,7218,125
2023-09-12,Game Pass,11139,251
2023-09-12,Premium Subscription,14154,352
2023-09-12,In-game Purchase,7599,150
2023-09-13,Game Pass,10973,246
2023-09-13,Premium Subscription,13177,320
2023-09-13,In-game Purchase,6772,153
2023-09-14,Game Pass,11106,225
2023-09-14,Premium Subscription,14197,302
2023-09-14,In-game Purchase,7411,181
2023-09-15,Game Pass,10571,208
2023-09-15,Premium Subscription,12386,238
2023-09-15,In-game Purchase,7002,130
2023-09-16,Game Pass,15194,279
2023-09-16,Premium Subscription,17777,347
2023-09-16,In-game Purchase,9384,193
2023-09-17,Game Pass,14675,293
2023-09-17,Premium Subscription,18741,326
2023-09-17,In-game Purchase,9682,196
2023-09-18,Game Pass,10771,198
2023-09-18,Premium Subscription,13406,297
2023-09-18,In-game Purchase,7055,155
2023-09-19,Game Pass,11144,229
2023-09-19,Premium Subscription,12866,306
2023-09-19,In-game Purchase,6805,114
2023-09-20,Game Pass,11448,206
2023-09-20,Premium Subscription,13856,273
2023-09-20,In-game Purchase,6878,134
2023-09-21,Game Pass,10372,193
2023-09-21,Premium Subscription,13161,313
2023-09-21,In-game Purchase,7268,145
2023-09-22,Game Pass,10738,218
2023-09-22,Premium Subscription,12433,213
2023-09-22,In-game Purchase,6798,145
2023-09-23,Game Pass,14269,266
2023-09-23,Premium Subscription,17874,334
2023-09-23,In-game Purchase,9680,166
2023-09-24,Game Pass,13491,301
2023-09-24,Premium Subscription,17196,306
2023-09-24,In-game Purchase,9557,185
2023-09-25,Game Pass,10180,197
2023-09-25,Premium Subscription,13243,244
2023-09-25,In-game Purchase,8030,182
2023-09-26,Game Pass,9610,194
2023-09-26,Premium Subscription,13606,226
2023-09-26,In-game Purchase,7267,147
2023-09-27,Game Pass,10304,207
2023-09-27,Premium Subscription,13520,241
2023-09-27,In-game Purchase,7935,149
2023-09-28,Game Pass,10696,229
2023-09-28,Premium Subscription,14463,353
2023-09-28,In-game Purchase,7704,146
2023-09-29,Game Pass,10992,248
2023-09-29,Premium Subscription,13238,227
2023-09-29,In-game Purchase,7311,143
2023-09-30,Game Pass,13776,288
2023-09-30,Premium Subscription,15786,386
2023-09-30,In-game Purchase,9066,185
2023-10-01,Game Pass,13954,289
2023-10-01,Premium Subscription,18015,300
2023-10-01,In-game Purchase,9138,166
2023-10-02,Game Pass,10864,271
2023-10-02,Premium Subscription,13133,280
2023-10-02,In-game Purchase,6996,117
2023-10-03,Game Pass,10371,177
2023-10-03,Premium Subscription,13904,234
2023-10-03,In-game Purchase,6432,139
2023-10-04,Game Pass,11208,227
2023-10-04,Premium Subscription,13452,233
2023-10-04,In-game Purchase,7277,149
2023-10-05,Game Pass,10922,187
2023-10-05,Premium Subscription,13455,306
2023-10-05,In-game Purchase,7044,157
2023-10-06,Game Pass,11279,250
2023-10-06,Premium Subscription,14749,293
2023-10-06,In-game Purchase,7260,137
2023-10-07,Game Pass,15350,280
2023-10-07,Premium Subscription,17266,339
2023-10-07,In-game Purchase,9722,239
2023-10-08,Game Pass,14172,300
2023-10-08,Premium Subscription,17532,353
2023-10-08,In-game Purchase,9870,209
2023-10-09,Game Pass,10567,190
2023-10-09,Premium Subscription,14160,276
2023-10-09,In-game Purchase,7200,167
2023-10-10,Game Pass,10822,184
2023-10-10,Premium Subscription,13229,290
2023-10-10,In-game Purchase,7359,169
2023-10-11,Game Pass,10221,206
2023-10-11,Premium Subscription,13371,245
2023-10-11,In-game Purchase,7228,138
2023-10-12,Game Pass,12134,217
2023-10-12,Premium Subscription,13382,280
2023-10-12,In-game Purchase,7202,124
2023-10-13,Game Pass,11180,199
2023-10-13,Premium Subscription,13740,276
2023-10-13,In-game Purchase,7812,165
2023-10-14,Game Pass,14397,260
2023-10-14,Premium Subscription,17454,379
2023-10-14,In-game Purchase,9649,235
2023-10-15,Game Pass,14668,304
2023-10-15,Premium Subscription,18971,325
2023-10-15,In-game Purchase,9983,220
2023-10-16,Game Pass,11613,204
2023-10-16,Premium Subscription,13592,239
2023-10-16,In-game Purchase,7018,150
2023-10-17,Game Pass,12027,293
2023-10-17,Premium Subscription,12086,201
2023-10-17,In-game Purchase,6687,150
2023-10-18,Game Pass,12017,298
2023-10-18,Premium Subscription,15028,279
2023-10-18,In-game Purchase,7696,187
2023-10-19,Game Pass,10740,197
2023-10-19,Premium Subscription,12690,290
2023-10-19,In-game Purchase,7549,145
2023-10-20,Game Pass,10885,201
2023-10-20,Premium Subscription,14790,292
2023-10-20,In-game Purchase,6785,153
2023-10-21,Game Pass,14232,319
2023-10-21,Premium Subscription,19375,335
2023-10-21,In-game Purchase,9920,247
2023-10-22,Game Pass,14600,291
2023-10-22,Premium Subscription,19881,446
2023-10-22,In-game Purchase,9856,186
2023-10-23,Game Pass,11596,249
2023-10-23,Premium Subscription,14527,354
2023-10-23,In-game Purchase,6985,136
2023-10-24,Game Pass,10553,233
2023-10-24,Premium Subscription,14616,349
2023-10-24,In-game Purchase,7210,154
2023-10-25,Game Pass,11045,255
2023-10-25,Premium Subscription,13759,259
2023-10-25,In-game Purchase,7783,137
2023-10-26,Game Pass,12266,205
2023-10-26,Premium Subscription,14542,270
2023-10-26,In-game Purchase,7458,132
2023-10-27,Game Pass,11874,256
2023-10-27,Premium Subscription,14374,346
2023-10-27,In-game Purchase,7949,147
2023-10-28,Game Pass,14025,239
2023-10-28,Premium Subscription,18534,385
2023-10-28,In-game Purchase,10184,251
2023-10-29,Game Pass,15112,327
2023-10-29,Premium Subscription,19783,391
2023-10-29,In-game Purchase,9933,193
2023-10-30,Game Pass,12022,293
2023-10-30,Premium Subscription,13505,233
2023-10-30,In-game Purchase,7764,192
2023-10-31,Game Pass,11359,197
2023-10-31,Premium Subscription,14101,300
2023-10-31,In-game Purchase,7658,135
2023-11-01,Game Pass,11653,253
2023-11-01,Premium Subscription,14236,292
2023-11-01,In-game Purchase,7523,173
2023-11-02,Game Pass,11775,264
2023-11-02,Premium Subscription,14782,313
2023-11-02,In-game Purchase,6794,145
2023-11-03,Game Pass,11622,261
2023-11-03,Premium Subscription,13446,275
2023-11-03,In-game Purchase,7807,154
2023-11-04,Game Pass,14088,247
2023-11-04,Premium Subscription,19253,352
2023-11-04,In-game Purchase,10435,191
2023-11-05,Game Pass,14360,344
2023-11-05,Premium Subscription,18314,339
2023-11-05,In-game Purchase,9333,155
2023-11-06,Game Pass,12270,233
2023-11-06,Premium Subscription,14931,294
2023-11-06,In-game Purchase,8093,139
2023-11-07,Game Pass,11489,253
2023-11-07,Premium Subscription,14792,260
2023-11-07,In-game Purchase,7313,143
2023-11-08,Game Pass,11293,276
2023-11-08,Premium Subscription,14105,278
2023-11-08,In-game Purchase,7907,149
2023-11-09,Game Pass,11885,217
2023-11-09,Premium Subscription,14839,367
2023-11-09,In-game Purchase,8137,144
2023-11-10,Game Pass,11609,247
2023-11-10,Premium Subscription,15756,284
2023-11-10,In-game Purchase,7893,136
2023-11-11,Game Pass,14634,293
2023-11-11,Premium Subscription,20409,358
2023-11-11,In-game Purchase,9961,224
2023-11-12,Game Pass,15074,317
2023-11-12,Premium Subscription,18439,358
2023-11-12,In-game Purchase,11006,200
2023-11-13,Game Pass,10707,204
2023-11-13,Premium Subscription,14060,269
2023-11-13,In-game Purchase,7334,122
2023-11-14,Game Pass,10966,221
2023-11-14,Premium Subscription,14179,284
2023-11-14,In-game Purchase,8336,166
2023-11-15,Game Pass,11782,237
2023-11-15,Premium Subscription,15368,354
2023-11-15,In-game Purchase,7123,148
2023-11-16,Game Pass,12573,294
2023-11-16,Premium Subscription,14727,256
2023-11-16,In-game Purchase,7423,138
2023-11-17,Game Pass,12531,286
2023-11-17,Premium Subscription,14237,271
2023-11-17,In-game Purchase,8409,188
2023-11-18,Game Pass,16400,389
2023-11-18,Premium Subscription,18934,406
2023-11-18,In-game Purchase,9780,165
2023-11-19,Game Pass,15661,365
2023-11-19,Premium Subscription,18717,373
2023-11-19,In-game Purchase,10874,235
2023-11-20,Game Pass,11783,253
2023-11-20,Premium Subscription,15303,303
2023-11-20,In-game Purchase,8320,159
2023-11-21,Game Pass,12880,229
2023-11-21,Premium Subscription,16655,315
2023-11-21,In-game Purchase,8441,155
2023-11-22,Game Pass,12387,293
2023-11-22,Premium Subscription,14059,272
2023-11-22,In-game Purchase,8277,195
2023-11-23,Game Pass,12428,243
2023-11-23,Premium Subscription,14960,273
2023-11-23,In-game Purchase,7993,157
2023-11-24,Game Pass,12523,235
2023-11-24,Premium Subscription,14865,288
2023-11-24,In-game Purchase,7983,134
2023-11-25,Game Pass,16479,373
2023-11-25,Premium Subscription,22148,406
2023-11-25,In-game Purchase,10723,258
2023-11-26,Game Pass,16488,317
2023-11-26,Premium Subscription,19702,339
2023-11-26,In-game Purchase,10822,252
2023-11-27,Game Pass,12310,253
2023-11-27,Premium Subscription,15766,294
2023-11-27,In-game Purchase,8451,181
2023-11-28,Game Pass,12167,284
2023-11-28,Premium Subscription,15713,392
2023-11-28,In-game Purchase,7156,165
2023-11-29,Game Pass,12593,313
2023-11-29,Premium Subscription,16499,381
2023-11-29,In-game Purchase,8804,203
2023-11-30,Game Pass,12154,210
2023-11-30,Premium Subscription,15265,340
2023-11-30,In-game Purchase,8515,187
2023-12-01,Game Pass,14743,321
2023-12-01,Premium Subscription,15805,367
2023-12-01,In-game Purchase,7984,133
2023-12-02,Game Pass,16171,273
2023-12-02,Premium Subscription,22051,506
2023-12-02,In-game Purchase,11060,209
2023-12-03,Game Pass,17255,357
2023-12-03,Premium Subscription,20863,505
2023-12-03,In-game Purchase,11547,195
2023-12-04,Game Pass,13612,316
2023-12-04,Premium Subscription,15970,307
2023-12-04,In-game Purchase,8315,142
2023-12-05,Game Pass,13454,326
2023-12-05,Premium Subscription,15239,273
2023-12-05,In-game Purchase,8938,196
2023-12-06,Game Pass,13291,281
2023-12-06,Premium Subscription,15722,305
2023-12-06,In-game Purchase,8536,167
2023-12-07,Game Pass,12586,230
2023-12-07,Premium Subscription,16454,343
2023-12-07,In-game Purchase,8221,167
2023-12-08,Game Pass,13547,241
2023-12-08,Premium Subscription,16747,334
2023-12-08,In-game Purchase,8837,220
2023-12-09,Game Pass,18448,381
2023-12-09,Premium Subscription,22968,434
2023-12-09,In-game Purchase,11333,214
2023-12-10,Game Pass,17356,317
2023-12-10,Premium Subscription,20656,495
2023-12-10,In-game Purchase,11433,205
2023-12-11,Game Pass,14304,294
2023-12-11,Premium Subscription,14543,351
2023-12-11,In-game Purchase,8715,147
2023-12-12,Game Pass,13988,335
2023-12-12,Premium Subscription,16990,334
2023-12-12,In-game Purchase,9272,202
2023-12-13,Game Pass,12635,308
2023-12-13,Premium Subscription,18217,358
2023-12-13,In-game Purchase,9512,165
2023-12-14,Game Pass,14472,268
2023-12-14,Premium Subscription,16085,352
2023-12-14,In-game Purchase,8804,211
2023-12-15,Game Pass,12809,238
2023-12-15,Premium Subscription,16234,319
2023-12-15,In-game Purchase,9078,196
2023-12-16,Game Pass,17221,295
2023-12-16,Premium Subscription,22185,510
2023-12-16,In-game Purchase,12257,214
2023-12-17,Game Pass,18194,428
2023-12-17,Premium Subscription,20239,370
2023-12-17,In-game Purchase,11260,219
2023-12-18,Game Pass,13355,242
2023-12-18,Premium Subscription,17447,402
2023-12-18,In-game Purchase,8790,182
2023-12-19,Game Pass,13435,225
2023-12-19,Premium Subscription,16194,381
2023-12-19,In-game Purchase,9459,170
2023-12-20,Game Pass,12257,244
2023-12-20,Premium Subscription,16953,332
2023-12-20,In-game Purchase,8694,176
2023-12-21,Game Pass,13161,291
2023-12-21,Premium Subscription,15695,365
2023-12-21,In-game Purchase,8550,179
2023-12-22,Game Pass,13745,301
2023-12-22,Premium Subscription,17262,368
2023-12-22,In-game Purchase,10233,177
2023-12-23,Game Pass,19033,474
2023-12-23,Premium Subscription,22980,488
2023-12-23,In-game Purchase,12387,215
2023-12-24,Game Pass,16824,283
2023-12-24,Premium Subscription,21468,442
2023-12-24,In-game Purchase,12010,263
2023-12-25,Game Pass,14930,335
2023-12-25,Premium Subscription,17812,391
2023-12-25,In-game Purchase,8524,210
2023-12-26,Game Pass,12855,305
2023-12-26,Premium Subscription,18223,443
2023-12-26,In-game Purchase,8991,199
2023-12-27,Game Pass,15416,304
2023-12-27,Premium Subscription,16480,286
2023-12-27,In-game Purchase,9522,221
2023-12-28,Game Pass,14644,254
2023-12-28,Premium Subscription,17423,301
2023-12-28,In-game Purchase,9056,210
2023-12-29,Game Pass,13959,249
2023-12-29,Premium Subscription,17291,430
2023-12-29,In-game Purchase,10344,224
2023-12-30,Game Pass,17200,370
2023-12-30,Premium Subscription,21805,438
2023-12-30,In-game Purchase,12463,218
2023-12-31,Game Pass,18576,345
2023-12-31,Premium Subscription,22513,490
2023-12-31,In-game Purchase,12019,234
2024-01-01,Game Pass,12313,250
2024-01-01,Premium Subscription,14692,275
2024-01-01,In-game Purchase,7927,134
2024-01-02,Game Pass,12387,263
2024-01-02,Premium Subscription,15954,273
2024-01-02,In-game Purchase,8129,143
2024-01-03,Game Pass,12279,262
2024-01-03,Premium Subscription,15691,291
2024-01-03,In-game Purchase,8107,154
2024-01-04,Game Pass,12460,229
2024-01-04,Premium Subscription,15271,300
2024-01-04,In-game Purchase,8183,151
2024-01-05,Game Pass,11778,271
2024-01-05,Premium Subscription,13292,226
2024-01-05,In-game Purchase,7720,172
2024-01-06,Game Pass,14859,255
2024-01-06,Premium Subscription,19544,353
2024-01-06,In-game Purchase,10309,238
2024-01-07,Game Pass,15761,332
2024-01-07,Premium Subscription,20772,439
2024-01-07,In-game Purchase,11130,198
2024-01-08,Game Pass,12260,229
2024-01-08,Premium Subscription,14906,311
2024-01-08,In-game Purchase,7749,147
2024-01-09,Game Pass,11539,235
2024-01-09,Premium Subscription,14028,319
2024-01-09,In-game Purchase,8420,184
2024-01-10,Game Pass,13019,220
2024-01-10,Premium Subscription,15053,340
2024-01-10,In-game Purchase,7753,149
2024-01-11,Game Pass,11741,283
2024-01-11,Premium Subscription,15264,322
2024-01-11,In-game Purchase,8484,205
2024-01-12,Game Pass,12497,241
2024-01-12,Premium Subscription,16761,329
2024-01-12,In-game Purchase,8490,207
2024-01-13,Game Pass,14505,263
2024-01-13,Premium Subscription,21171,371
2024-01-13,In-game Purchase,10571,190
2024-01-14,Game Pass,16839,412
2024-01-14,Premium Subscription,21615,530
2024-01-14,In-game Purchase,11198,216
2024-01-15,Game Pass,12579,304
2024-01-15,Premium Subscription,16778,413
2024-01-15,In-game Purchase,8172,160
2024-01-16,Game Pass,13057,220
2024-01-16,Premium Subscription,15869,321
2024-01-16,In-game Purchase,7977,158
2024-01-17,Game Pass,12642,288
2024-01-17,Premium Subscription,16215,281
2024-01-17,In-game Purchase,7952,171
2024-01-18,Game Pass,10952,200
2024-01-18,Premium Subscription,16333,283
2024-01-18,In-game Purchase,8984,156
2024-01-19,Game Pass,12185,209
2024-01-19,Premium Subscription,15374,261
2024-01-19,In-game Purchase,8543,157
2024-01-20,Game Pass,17227,300
2024-01-20,Premium Subscription,23118,387
2024-01-20,In-game Purchase,11911,286
2024-01-21,Game Pass,16836,390
2024-01-21,Premium Subscription,20557,388
2024-01-21,In-game Purchase,11109,240
2024-01-22,Game Pass,12016,231
2024-01-22,Premium Subscription,17245,372
2024-01-22,In-game Purchase,9161,209
2024-01-23,Game Pass,13209,231
2024-01-23,Premium Subscription,17084,347
2024-01-23,In-game Purchase,8711,158
2024-01-24,Game Pass,12973,229
2024-01-24,Premium Subscription,14662,246
2024-01-24,In-game Purchase,8326,139
2024-01-25,Game Pass,13569,306
2024-01-25,Premium Subscription,17663,341
2024-01-25,In-game Purchase,9314,221
2024-01-26,Game Pass,12931,229
2024-01-26,Premium Subscription,16124,326
2024-01-26,In-game Purchase,8138,175
2024-01-27,Game Pass,15070,315
2024-01-27,Premium Subscription,23130,416
2024-01-27,In-game Purchase,10573,249
2024-01-28,Game Pass,17803,348
2024-01-28,Premium Subscription,21264,367
2024-01-28,In-game Purchase,11681,223
2024-01-29,Game Pass,14437,242
2024-01-29,Premium Subscription,16479,287
2024-01-29,In-game Purchase,8639,183
2024-01-30,Game Pass,12877,277
2024-01-30,Premium Subscription,17522,359
2024-01-30,In-game Purchase,9388,173
2024-01-31,Game Pass,13483,283
2024-01-31,Premium Subscription,17462,342
2024-01-31,In-game Purchase,9290,191
2024-02-01,Game Pass,12426,264
2024-02-01,Premium Subscription,17464,434
2024-02-01,In-game Purchase,8667,148
2024-02-02,Game Pass,13086,286
2024-02-02,Premium Subscription,15949,321
2024-02-02,In-game Purchase,9322,196
2024-02-03,Game Pass,16979,419
2024-02-03,Premium Subscription,24043,452
2024-02-03,In-game Purchase,11244,266
2024-02-04,Game Pass,18941,315
2024-02-04,Premium Subscription,20732,496
2024-02-04,In-game Purchase,11778,244
2024-02-05,Game Pass,13117,286
2024-02-05,Premium Subscription,16984,329
2024-02-05,In-game Purchase,9735,240
2024-02-06,Game Pass,12551,217
2024-02-06,Premium Subscription,17749,358
2024-02-06,In-game Purchase,8957,189
2024-02-07,Game Pass,13285,255
2024-02-07,Premium Subscription,16800,346
2024-02-07,In-game Purchase,9891,171
2024-02-08,Game Pass,13888,269
2024-02-08,Premium Subscription,17433,307
2024-02-08,In-game Purchase,9373,157
2024-02-09,Game Pass,14808,289
2024-02-09,Premium Subscription,18290,395
2024-02-09,In-game Purchase,9238,184
2024-02-10,Game Pass,16228,300
2024-02-10,Premium Subscription,21135,402
2024-02-10,In-game Purchase,11103,187
2024-02-11,Game Pass,17626,319
2024-02-11,Premium Subscription,23442,430
2024-02-11,In-game Purchase,12011,208
2024-02-12,Game Pass,14368,327
2024-02-12,Premium Subscription,16685,362
2024-02-12,In-game Purchase,8804,164
2024-02-13,Game Pass,13965,277
2024-02-13,Premium Subscription,17149,352
2024-02-13,In-game Purchase,9369,230
2024-02-14,Game Pass,13797,316
2024-02-14,Premium Subscription,17425,298
2024-02-14,In-game Purchase,8992,209
2024-02-15,Game Pass,13657,306
2024-02-15,Premium Subscription,18213,320
2024-02-15,In-game Purchase,9084,151
2024-02-16,Game Pass,13724,246
2024-02-16,Premium Subscription,17727,308
2024-02-16,In-game Purchase,8863,166
2024-02-17,Game Pass,20236,482
2024-02-17,Premium Subscription,21451,362
2024-02-17,In-game Purchase,12003,207
2024-02-18,Game Pass,18891,443
2024-02-18,Premium Subscription,22435,438
2024-02-18,In-game Purchase,12596,263
2024-02-19,Game Pass,14895,307
2024-02-19,Premium Subscription,17261,342
2024-02-19,In-game Purchase,9289,165
2024-02-20,Game Pass,13229,221
2024-02-20,Premium Subscription,17979,444
2024-02-20,In-game Purchase,9027,175
2024-02-21,Game Pass,14508,346
2024-02-21,Premium Subscription,18036,414
2024-02-21,In-game Purchase,9504,219
2024-02-22,Game Pass,14955,291
2024-02-22,Premium Subscription,16951,301
2024-02-22,In-game Purchase,10088,186
2024-02-23,Game Pass,15369,313
2024-02-23,Premium Subscription,16994,316
2024-02-23,In-game Purchase,9887,193
2024-02-24,Game Pass,18190,378
2024-02-24,Premium Subscription,23014,523
2024-02-24,In-game Purchase,11253,280
2024-02-25,Game Pass,17472,292
2024-02-25,Premium Subscription,21771,436
2024-02-25,In-game Purchase,12417,208
2024-02-26,Game Pass,14965,326
2024-02-26,Premium Subscription,16253,367
2024-02-26,In-game Purchase,8517,197
2024-02-27,Game Pass,13921,246
2024-02-27,Premium Subscription,16324,352
2024-02-27,In-game Purchase,9772,215
2024-02-28,Game Pass,14201,271
2024-02-28,Premium Subscription,17707,413
2024-02-28,In-game Purchase,9313,168
2024-02-29,Game Pass,15558,270
2024-02-29,Premium Subscription,18414,383
2024-02-29,In-game Purchase,9323,180
2024-03-01,Game Pass,14597,317
2024-03-01,Premium Subscription,18540,317
2024-03-01,In-game Purchase,9349,212
2024-03-02,Game Pass,19433,355
2024-03-02,Premium Subscription,24548,411
2024-03-02,In-game Purchase,13182,294
2024-03-03,Game Pass,17677,371
2024-03-03,Premium Subscription,23010,559
2024-03-03,In-game Purchase,12363,211
2024-03-04,Game Pass,15095,341
2024-03-04,Premium Subscription,18514,353
2024-03-04,In-game Purchase,9962,228
2024-03-05,Game Pass,14293,308
2024-03-05,Premium Subscription,18364,423
2024-03-05,In-game Purchase,9101,219
2024-03-06,Game Pass,15254,362
2024-03-06,Premium Subscription,19428,438
2024-03-06,In-game Purchase,9437,222
2024-03-07,Game Pass,14855,290
2024-03-07,Premium Subscription,17796,298
2024-03-07,In-game Purchase,10064,172
2024-03-08,Game Pass,14049,303
2024-03-08,Premium Subscription,20011,376
2024-03-08,In-game Purchase,9455,234
2024-03-09,Game Pass,18719,326
2024-03-09,Premium Subscription,22126,494
2024-03-09,In-game Purchase,13014,280
2024-03-10,Game Pass,19197,358
2024-03-10,Premium Subscription,21874,379
2024-03-10,In-game Purchase,12160,249
2024-03-11,Game Pass,14138,239
2024-03-11,Premium Subscription,17422,358
2024-03-11,In-game Purchase,9822,201
2024-03-12,Game Pass,14265,264
2024-03-12,Premium Subscription,18840,318
2024-03-12,In-game Purchase,10491,224
2024-03-13,Game Pass,14354,243
2024-03-13,Premium Subscription,18916,390
2024-03-13,In-game Purchase,9801,234
2024-03-14,Game Pass,14580,302
2024-03-14,Premium Subscription,18412,309
2024-03-14,In-game Purchase,9629,174
2024-03-15,Game Pass,15261,319
2024-03-15,Premium Subscription,17694,302
2024-03-15,In-game Purchase,10038,180
2024-03-16,Game Pass,19831,379
2024-03-16,Premium Subscription,22624,559
2024-03-16,In-game Purchase,12764,298
2024-03-17,Game Pass,18839,382
2024-03-17,Premium Subscription,25304,513
2024-03-17,In-game Purchase,12595,257
2024-03-18,Game Pass,14870,271
2024-03-18,Premium Subscription,18233,451
2024-03-18,In-game Purchase,9914,187
2024-03-19,Game Pass,13893,279
2024-03-19,Premium Subscription,17750,420
2024-03-19,In-game Purchase,9645,216
2024-03-20,Game Pass,14916,277
2024-03-20,Premium Subscription,18704,345
2024-03-20,In-game Purchase,10737,243
2024-03-21,Game Pass,15350,292
2024-03-21,Premium Subscription,20322,441
2024-03-21,In-game Purchase,9928,218
2024-03-22,Game Pass,15934,325
2024-03-22,Premium Subscription,19103,406
2024-03-22,In-game Purchase,9231,208
2024-03-23,Game Pass,19561,381
2024-03-23,Premium Subscription,23512,456
2024-03-23,In-game Purchase,12847,215
2024-03-24,Game Pass,20032,473
2024-03-24,Premium Subscription,22348,413
2024-03-24,In-game Purchase,13258,270
2024-03-25,Game Pass,15069,280
2024-03-25,Premium Subscription,17646,303
2024-03-25,In-game Purchase,10324,180
2024-03-26,Game Pass,16239,362
2024-03-26,Premium Subscription,19031,425
2024-03-26,In-game Purchase,10375,225
2024-03-27,Game Pass,15753,295
2024-03-27,Premium Subscription,17789,334
2024-03-27,In-game Purchase,9882,225
2024-03-28,Game Pass,14419,279
2024-03-28,Premium Subscription,18350,343
2024-03-28,In-game Purchase,10167,187
2024-03-29,Game Pass,14267,256
2024-03-29,Premium Subscription,18510,341
2024-03-29,In-game Purchase,10305,206
2024-03-30,Game Pass,19795,392
2024-03-30,Premium Subscription,25742,495
2024-03-30,In-game Purchase,12095,234
2024-03-31,Game Pass,21179,432
2024-03-31,Premium Subscription,24218,520
2024-03-31,In-game Purchase,12981,285
2024-04-01,Game Pass,15426,323
2024-04-01,Premium Subscription,18992,377
2024-04-01,In-game Purchase,10880,211
2024-04-02,Game Pass,14553,308
2024-04-02,Premium Subscription,19051,327
2024-04-02,In-game Purchase,10509,245
2024-04-03,Game Pass,15809,336
2024-04-03,Premium Subscription,18418,372
2024-04-03,In-game Purchase,9815,204
2024-04-04,Game Pass,16200,310
2024-04-04,Premium Subscription,19302,371
2024-04-04,In-game Purchase,9892,223
2024-04-05,Game Pass,16332,328
2024-04-05,Premium Subscription,18569,447
2024-04-05,In-game Purchase,9845,239
2024-04-06,Game Pass,18206,444
2024-04-06,Premium Subscription,26229,621
2024-04-06,In-game Purchase,11685,280
2024-04-07,Game Pass,20947,511
2024-04-07,Premium Subscription,24023,438
2024-04-07,In-game Purchase,13202,259
2024-04-08,Game Pass,15246,269
2024-04-08,Premium Subscription,19105,323
2024-04-08,In-game Purchase,9514,205
2024-04-09,Game Pass,14871,361
2024-04-09,Premium Subscription,18279,324
2024-04-09,In-game Purchase,9879,209
2024-04-10,Game Pass,15204,313
2024-04-10,Premium Subscription,18608,385
2024-04-10,In-game Purchase,9726,231
2024-04-11,Game Pass,15242,257
2024-04-11,Premium Subscription,18325,369
2024-04-11,In-game Purchase,9396,157
2024-04-12,Game Pass,15492,313
2024-04-12,Premium Subscription,19277,353
2024-04-12,In-game Purchase,10216,242
2024-04-13,Game Pass,21002,395
2024-04-13,Premium Subscription,23576,560
2024-04-13,In-game Purchase,13095,316
2024-04-14,Game Pass,18811,322
2024-04-14,Premium Subscription,26417,578
2024-04-14,In-game Purchase,13818,304
2024-04-15,Game Pass,15453,272
2024-04-15,Premium Subscription,17815,373
2024-04-15,In-game Purchase,10397,177
2024-04-16,Game Pass,15242,367
2024-04-16,Premium Subscription,18899,378
2024-04-16,In-game Purchase,10186,249
2024-04-17,Game Pass,15118,292
2024-04-17,Premium Subscription,20548,508
2024-04-17,In-game Purchase,10302,235
2024-04-18,Game Pass,15347,332
2024-04-18,Premium Subscription,19094,432
2024-04-18,In-game Purchase,10562,236
2024-04-19,Game Pass,14331,286
2024-04-19,Premium Subscription,19712,468
2024-04-19,In-game Purchase,10659,220
2024-04-20,Game Pass,18509,413
2024-04-20,Premium Subscription,24604,450
2024-04-20,In-game Purchase,12711,248
2024-04-21,Game Pass,18516,347
2024-04-21,Premium Subscription,24391,592
2024-04-21,In-game Purchase,14394,240
2024-04-22,Game Pass,15678,295
2024-04-22,Premium Subscription,19689,389
2024-04-22,In-game Purchase,10328,188
2024-04-23,Game Pass,14821,313
2024-04-23,Premium Subscription,20794,377
2024-04-23,In-game Purchase,9755,189
2024-04-24,Game Pass,14138,266
2024-04-24,Premium Subscription,18185,330
2024-04-24,In-game Purchase,9492,227
2024-04-25,Game Pass,15051,313
2024-04-25,Premium Subscription,17357,330
2024-04-25,In-game Purchase,9715,189
2024-04-26,Game Pass,14630,332
2024-04-26,Premium Subscription,17278,300
2024-04-26,In-game Purchase,9621,234
