date,product,region,sales
2023-08-01,Camera,India,1379
2023-08-01,Tablet,UK,40091
2023-08-02,Tablet,USA,5054
2023-08-02,Mobile,USA,1520
2023-08-02,Laptop,Canada,34556
2023-08-02,Tablet,Germany,2808
2023-08-02,Tablet,India,30506
2023-08-03,Tablet,Germany,44390
2023-08-03,Laptop,India,41140
2023-08-03,Mobile,UK,1865
2023-08-04,Mobile,Canada,13958
2023-08-04,Smartwatch,India,41357
2023-08-04,Mobile,India,26691
2023-08-04,Mobile,India,38827
2023-08-05,Headphones,UK,2517
2023-08-05,Laptop,Germany,20849
2023-08-05,Mobile,UK,4019
2023-08-06,Headphones,UK,40460
2023-08-06,Smartwatch,UK,1849
2023-08-07,Headphones,India,20074
2023-08-07,Tablet,Canada,39853
2023-08-08,Laptop,Germany,4759
2023-08-08,Headphones,UK,22144
2023-08-09,Tablet,Canada,20915
2023-08-09,Mobile,Germany,49977
2023-08-10,Tablet,UK,39829
2023-08-10,Headphones,USA,7312
2023-08-10,Camera,USA,3662
2023-08-10,Headphones,Canada,10669
2023-08-10,Tablet,India,7585
2023-08-11,Smartwatch,UK,27609
2023-08-11,Smartwatch,Canada,38925
2023-08-11,Headphones,Germany,38134
2023-08-11,Mobile,USA,40355
2023-08-11,Camera,Canada,28217
2023-08-12,Tablet,Germany,15788
2023-08-12,Camera,UK,8674
2023-08-12,Smartwatch,USA,5110
2023-08-12,Laptop,USA,46796
2023-08-12,Smartwatch,UK,1607
2023-08-13,Mobile,UK,25964
2023-08-13,Tablet,Germany,16664
2023-08-13,Tablet,USA,28041
2023-08-13,Smartwatch,Canada,25548
2023-08-14,Headphones,Germany,1335
2023-08-14,Laptop,UK,20521
2023-08-15,Mobile,Canada,17353
2023-08-15,Laptop,Germany,39189
2023-08-15,Camera,Germany,32526
2023-08-16,Camera,Germany,37766
2023-08-16,Headphones,India,30287
2023-08-16,Headphones,UK,31970
2023-08-17,Mobile,Germany,27652
2023-08-17,Smartwatch,Germany,44175
2023-08-17,Mobile,UK,8509
2023-08-17,Headphones,India,49842
2023-08-18,Mobile,India,9525
2023-08-18,Laptop,UK,7405
2023-08-19,Camera,India,30763
2023-08-19,Laptop,India,37555
2023-08-19,Smartwatch,USA,27110
2023-08-19,Mobile,Canada,23385
2023-08-19,Camera,USA,30163
2023-08-20,Headphones,USA,24222
2023-08-20,Laptop,Canada,4098
2023-08-20,Camera,USA,21159
2023-08-20,Camera,USA,39405
2023-08-20,Camera,Canada,4108
2023-08-21,Headphones,USA,2681
2023-08-21,Mobile,Germany,4398
2023-08-21,Headphones,Germany,49356
2023-08-22,Headphones,Canada,43094
2023-08-22,Camera,UK,7626
2023-08-22,Smartwatch,Germany,44141
2023-08-23,Camera,Canada,42319
2023-08-23,Tablet,Germany,39111
2023-08-23,Laptop,India,9087
2023-08-24,Tablet,Canada,5701
2023-08-24,Mobile,UK,49026
2023-08-24,Tablet,India,35166
2023-08-24,Laptop,UK,35172
2023-08-24,Smartwatch,UK,19710
2023-08-25,Headphones,Canada,5094
2023-08-25,Camera,India,13680
2023-08-25,Headphones,Germany,41029
2023-08-26,Laptop,India,8694
2023-08-26,Mobile,Canada,2253
2023-08-26,Headphones,UK,6384
2023-08-27,Smartwatch,UK,7818
2023-08-27,Smartwatch,Germany,44634
2023-08-27,Headphones,Germany,24058
2023-08-28,Laptop,Germany,45802
2023-08-28,Laptop,Canada,28677
2023-08-28,Laptop,India,24503
2023-08-28,Smartwatch,USA,32171
2023-08-28,Camera,India,6368
2023-08-29,Tablet,India,3074
2023-08-29,Smartwatch,USA,12856
2023-08-30,Headphones,USA,28278
2023-08-30,Camera,Canada,39410
2023-08-30,Smartwatch,Canada,38772
2023-08-30,Headphones,Germany,16042
2023-08-30,Tablet,UK,44134
2023-08-31,Headphones,UK,32774
2023-08-31,Mobile,India,41392
2023-08-31,Mobile,UK,44676
2023-08-31,Mobile,UK,41953
2023-09-01,Smartwatch,Germany,42032
2023-09-01,Mobile,UK,21186
2023-09-01,Tablet,USA,22950
2023-09-01,Tablet,India,48679
2023-09-01,Mobile,India,17052
2023-09-02,Smartwatch,USA,42640
2023-09-02,Mobile,Germany,34269
2023-09-02,Tablet,India,27365
2023-09-02,Mobile,India,25452
2023-09-03,Camera,UK,40442
2023-09-03,Smartwatch,USA,2891
2023-09-04,Smartwatch,Canada,32365
2023-09-04,Camera,UK,45628
2023-09-04,Tablet,USA,48369
2023-09-05,Mobile,UK,6596
2023-09-05,Tablet,Germany,44070
2023-09-06,Smartwatch,India,6885
2023-09-06,Laptop,Canada,37129
2023-09-06,Mobile,USA,45175
2023-09-07,Smartwatch,Canada,38860
2023-09-07,Camera,Germany,22684
2023-09-07,Mobile,USA,9169
2023-09-08,Headphones,UK,15320
2023-09-08,Tablet,India,22967
2023-09-08,Headphones,India,8533
2023-09-08,Tablet,Canada,26394
2023-09-08,Tablet,India,44128
2023-09-09,Camera,Canada,34605
2023-09-09,Laptop,India,40365
2023-09-09,Smartwatch,India,30192
2023-09-09,Tablet,India,43339
2023-09-10,Camera,India,4654
2023-09-10,Mobile,Germany,38267
2023-09-10,Tablet,Germany,45635
2023-09-10,Mobile,Germany,45201
2023-09-10,Camera,UK,6797
2023-09-11,Tablet,Canada,3654
2023-09-11,Tablet,India,14293
2023-09-12,Tablet,India,29995
2023-09-12,Mobile,Canada,39550
2023-09-13,Smartwatch,Germany,32771
2023-09-13,Laptop,USA,24873
2023-09-13,Laptop,India,40940
2023-09-13,Camera,USA,45062
2023-09-14,Laptop,India,46107
2023-09-14,Camera,Germany,25237
2023-09-14,Laptop,India,26377
2023-09-14,Mobile,UK,47808
2023-09-14,Headphones,UK,49389
2023-09-15,Mobile,UK,16603
2023-09-15,Laptop,India,35487
2023-09-16,Tablet,Germany,40400
2023-09-16,Camera,India,24133
2023-09-17,Headphones,Germany,22313
2023-09-17,Camera,India,24660
2023-09-17,Laptop,Germany,13274
2023-09-17,Smartwatch,India,3635
2023-09-17,Mobile,India,14158
2023-09-18,Mobile,UK,33514
2023-09-18,Smartwatch,Canada,7755
2023-09-18,Laptop,USA,19331
2023-09-19,Headphones,USA,6281
2023-09-19,Mobile,UK,47500
2023-09-19,Mobile,Germany,28376
2023-09-19,Tablet,UK,7101
2023-09-20,Tablet,India,20430
2023-09-20,Tablet,India,23675
2023-09-20,Mobile,Germany,19702
2023-09-20,Laptop,UK,25656
2023-09-20,Camera,India,19741
2023-09-21,Laptop,Canada,24822
2023-09-21,Headphones,Canada,3123
2023-09-21,Smartwatch,India,47440
2023-09-21,Headphones,UK,44699
2023-09-21,Mobile,Canada,40273
2023-09-22,Camera,USA,38413
2023-09-22,Tablet,India,27499
2023-09-22,Smartwatch,India,6559
2023-09-22,Headphones,Germany,8949
2023-09-23,Mobile,Germany,31669
2023-09-23,Tablet,Canada,48854
2023-09-23,Headphones,UK,31372
2023-09-24,Laptop,UK,47803
2023-09-24,Smartwatch,UK,14247
2023-09-24,Laptop,India,20775
2023-09-24,Tablet,Canada,49406
2023-09-25,Laptop,USA,37430
2023-09-25,Headphones,Canada,9848
2023-09-25,Laptop,Canada,14387
2023-09-25,Headphones,USA,45138
2023-09-25,Headphones,USA,25322
2023-09-26,Smartwatch,Canada,14022
2023-09-26,Headphones,Germany,46188
2023-09-26,Headphones,Canada,18980
2023-09-26,Camera,Germany,18051
2023-09-26,Laptop,Canada,35197
2023-09-27,Laptop,India,21335
2023-09-27,Headphones,UK,36733
2023-09-27,Mobile,India,20901
2023-09-28,Camera,USA,44728
2023-09-28,Camera,Germany,25681
2023-09-28,Tablet,Canada,30000
2023-09-29,Camera,India,18138
2023-09-29,Laptop,Germany,45056
2023-09-29,Mobile,Germany,19679
2023-09-29,Headphones,Germany,45284
2023-09-29,Tablet,UK,37542
2023-09-30,Mobile,Germany,36350
2023-09-30,Mobile,Germany,32703
2023-10-01,Headphones,India,11221
2023-10-01,Headphones,Canada,44609
2023-10-01,Headphones,USA,1346
2023-10-01,Mobile,USA,34562
2023-10-01,Laptop,UK,23903
2023-10-02,Camera,USA,23974
2023-10-02,Headphones,India,22098
2023-10-02,Tablet,India,5210
2023-10-03,Laptop,Canada,37941
2023-10-03,Laptop,USA,18790
2023-10-03,Camera,UK,40000
2023-10-04,Laptop,UK,8949
2023-10-04,Tablet,India,36611
2023-10-04,Tablet,UK,44074
2023-10-05,Mobile,USA,7855
2023-10-05,Headphones,USA,6786
2023-10-05,Tablet,USA,18566
2023-10-05,Laptop,Canada,6404
2023-10-05,Headphones,Germany,41989
2023-10-06,Laptop,Canada,32453
2023-10-06,Headphones,India,40641
2023-10-06,Smartwatch,Canada,7299
2023-10-06,Tablet,USA,16930
2023-10-07,Laptop,UK,5955
2023-10-07,Camera,Germany,29855
2023-10-08,Laptop,Canada,26037
2023-10-08,Smartwatch,UK,38204
2023-10-08,Headphones,India,13316
2023-10-08,Smartwatch,USA,12846
2023-10-09,Laptop,Germany,21539
2023-10-09,Laptop,UK,6179
2023-10-09,Camera,India,23277
2023-10-09,Camera,UK,5748
2023-10-10,Smartwatch,Canada,1365
2023-10-10,Smartwatch,India,11271
2023-10-10,Headphones,UK,6622
2023-10-10,Laptop,India,30557
2023-10-11,Tablet,UK,11356
2023-10-11,Headphones,Canada,12828
2023-10-12,Mobile,Canada,30737
2023-10-12,Headphones,UK,26583
2023-10-12,Laptop,Canada,13693
2023-10-12,Headphones,India,39895
2023-10-12,Smartwatch,Germany,28633
2023-10-13,Tablet,India,19818
2023-10-13,Tablet,USA,21892
2023-10-13,Camera,USA,27337
2023-10-13,Smartwatch,UK,4648
2023-10-13,Mobile,Canada,22853
2023-10-14,Camera,India,46200
2023-10-14,Headphones,India,39319
2023-10-14,Laptop,UK,4679
2023-10-15,Laptop,India,47618
2023-10-15,Headphones,Germany,31947
2023-10-15,Laptop,Germany,43120
2023-10-15,Tablet,Germany,13855
2023-10-16,Laptop,Canada,16925
2023-10-16,Smartwatch,Canada,39160
2023-10-16,Laptop,USA,5709
2023-10-17,Camera,Canada,42335
2023-10-17,Headphones,Germany,31835
2023-10-17,Tablet,Canada,6910
2023-10-17,Camera,Germany,42586
2023-10-18,Smartwatch,Canada,39968
2023-10-18,Mobile,USA,42193
2023-10-18,Camera,Germany,4874
2023-10-18,Headphones,India,25070
2023-10-19,Tablet,India,17173
2023-10-19,Smartwatch,USA,30532
2023-10-19,Headphones,India,1980
2023-10-20,Tablet,Canada,31774
2023-10-20,Camera,UK,43262
2023-10-21,Tablet,UK,3022
2023-10-21,Mobile,Germany,44965
2023-10-21,Mobile,USA,43246
2023-10-21,Mobile,USA,20518
2023-10-21,Headphones,Canada,16252
2023-10-22,Laptop,India,35229
2023-10-22,Mobile,Germany,9623
2023-10-22,Headphones,India,10749
2023-10-22,Camera,Germany,40040
2023-10-23,Smartwatch,USA,17401
2023-10-23,Camera,UK,40686
2023-10-23,Laptop,Germany,35963
2023-10-23,Headphones,Canada,11147
2023-10-23,Laptop,Canada,9560
2023-10-24,Smartwatch,India,17974
2023-10-24,Mobile,India,19992
2023-10-24,Smartwatch,India,16828
2023-10-25,Headphones,Germany,29021
2023-10-25,Headphones,Germany,2292
2023-10-25,Smartwatch,UK,32881
2023-10-26,Smartwatch,USA,40355
2023-10-26,Smartwatch,USA,27717
2023-10-26,Mobile,India,29832
2023-10-27,Camera,Canada,14909
2023-10-27,Camera,USA,29259
2023-10-27,Laptop,UK,47110
2023-10-28,Mobile,USA,44387
2023-10-28,Mobile,UK,30311
2023-10-28,Headphones,India,45015
2023-10-28,Smartwatch,USA,35279
2023-10-29,Mobile,India,28456
2023-10-29,Tablet,Canada,1318
2023-10-30,Mobile,India,33567
2023-10-30,Mobile,USA,29036
2023-10-30,Smartwatch,Canada,42531
2023-10-30,Mobile,Canada,12682
2023-10-31,Laptop,India,34782
2023-10-31,Mobile,India,3719
2023-11-01,Smartwatch,USA,8636
2023-11-01,Headphones,Germany,27168
2023-11-01,Laptop,India,21285
2023-11-01,Mobile,Germany,8221
2023-11-02,Laptop,Germany,22188
2023-11-02,Mobile,India,17293
2023-11-03,Camera,Germany,2004
2023-11-03,Tablet,USA,48728
2023-11-04,Headphones,India,49147
2023-11-04,Tablet,India,10532
2023-11-04,Camera,Germany,14254
2023-11-04,Smartwatch,Germany,17694
2023-11-05,Camera,Germany,45579
2023-11-05,Tablet,USA,26867
2023-11-05,Camera,USA,26650
2023-11-05,Smartwatch,Germany,49430
2023-11-05,Headphones,USA,47748
2023-11-06,Camera,Germany,15612
2023-11-06,Headphones,India,21811
2023-11-06,Headphones,UK,17479
2023-11-06,Camera,USA,29052
2023-11-06,Smartwatch,UK,34546
2023-11-07,Laptop,Germany,35669
2023-11-07,Tablet,Germany,24458
2023-11-07,Laptop,Canada,49554
2023-11-07,Laptop,USA,20044
2023-11-08,Tablet,Germany,48382
2023-11-08,Headphones,Canada,46212
2023-11-08,Laptop,Germany,1658
2023-11-08,Tablet,UK,39940
2023-11-09,Laptop,Canada,19586
2023-11-09,Mobile,UK,1308
2023-11-10,Laptop,USA,8946
2023-11-10,Mobile,UK,9122
2023-11-10,Camera,UK,4432
2023-11-10,Smartwatch,India,41934
2023-11-10,Camera,Germany,12582
2023-11-11,Camera,UK,22331
2023-11-11,Headphones,UK,2589
2023-11-11,Headphones,USA,22244
2023-11-12,Smartwatch,USA,22939
2023-11-12,Smartwatch,USA,40265
2023-11-12,Smartwatch,Germany,7697
2023-11-13,Tablet,Germany,31937
2023-11-13,Mobile,India,4310
2023-11-13,Camera,Germany,5070
2023-11-13,Mobile,Canada,28931
2023-11-13,Mobile,USA,19921
2023-11-14,Laptop,India,33456
2023-11-14,Mobile,India,18069
2023-11-15,Camera,Canada,30725
2023-11-15,Mobile,Germany,24907
2023-11-15,Camera,Germany,16548
2023-11-15,Headphones,UK,18149
2023-11-15,Headphones,India,10693
2023-11-16,Tablet,India,37540
2023-11-16,Mobile,USA,41480
2023-11-17,Headphones,Canada,43202
2023-11-17,Mobile,UK,19791
2023-11-17,Laptop,UK,8257
2023-11-18,Headphones,India,26660
2023-11-18,Laptop,UK,2518
2023-11-18,Smartwatch,USA,8849
2023-11-18,Tablet,USA,42983
2023-11-18,Headphones,India,39423
2023-11-19,Headphones,Germany,38266
2023-11-19,Headphones,Germany,4746
2023-11-19,Tablet,UK,22153
2023-11-20,Tablet,Canada,4652
2023-11-20,Tablet,Germany,46963
2023-11-20,Camera,USA,23470
2023-11-21,Tablet,Germany,4063
2023-11-21,Headphones,UK,4096
2023-11-21,Mobile,Canada,33497
2023-11-21,Headphones,UK,11626
2023-11-22,Headphones,USA,33607
2023-11-22,Tablet,UK,45158
2023-11-22,Mobile,Germany,5547
2023-11-22,Laptop,Germany,17808
2023-11-23,Laptop,UK,9377
2023-11-23,Camera,UK,39378
2023-11-23,Laptop,UK,26410
2023-11-23,Tablet,Germany,18946
2023-11-24,Mobile,UK,44831
2023-11-24,Headphones,Germany,3501
2023-11-25,Headphones,India,46227
2023-11-25,Camera,Canada,8927
2023-11-25,Smartwatch,UK,16285
2023-11-25,Smartwatch,Germany,26878
2023-11-26,Tablet,India,3458
2023-11-26,Laptop,Canada,48147
2023-11-27,Headphones,UK,46857
2023-11-27,Camera,India,29878
2023-11-27,Smartwatch,UK,7145
2023-11-28,Headphones,India,3607
2023-11-28,Laptop,India,49131
2023-11-28,Smartwatch,UK,15569
2023-11-28,Smartwatch,India,18883
2023-11-29,Tablet,Canada,47270
2023-11-29,Smartwatch,Canada,3815
2023-11-29,Camera,India,43386
2023-11-29,Smartwatch,Canada,15746
2023-11-30,Camera,India,8265
2023-11-30,Laptop,USA,42481
2023-12-01,Tablet,Germany,44970
2023-12-01,Tablet,UK,43596
2023-12-01,Mobile,India,37954
2023-12-01,Tablet,USA,45928
2023-12-01,Mobile,Canada,42402
2023-12-02,Mobile,UK,7305
2023-12-02,Smartwatch,UK,5896
2023-12-02,Laptop,USA,41344
2023-12-02,Mobile,India,21330
2023-12-02,Headphones,UK,19857
2023-12-03,Mobile,Germany,33964
2023-12-03,Smartwatch,Germany,30198
2023-12-04,Mobile,Germany,39596
2023-12-04,Headphones,Germany,37699
2023-12-04,Laptop,India,29712
2023-12-04,Mobile,USA,35154
2023-12-04,Headphones,Germany,46597
2023-12-05,Mobile,UK,19048
2023-12-05,Tablet,Canada,3244
2023-12-05,Mobile,UK,39900
2023-12-05,Mobile,UK,24946
2023-12-06,Laptop,India,35884
2023-12-06,Smartwatch,India,42314
2023-12-06,Tablet,India,12390
2023-12-06,Headphones,Germany,33473
2023-12-07,Laptop,UK,4695
2023-12-07,Tablet,USA,30987
2023-12-07,Laptop,India,33776
2023-12-08,Mobile,India,48897
2023-12-08,Tablet,UK,25738
2023-12-08,Tablet,USA,49368
2023-12-09,Laptop,Germany,34070
2023-12-09,Camera,Canada,18361
2023-12-09,Mobile,India,7298
2023-12-09,Headphones,Canada,23735
2023-12-10,Laptop,India,37476
2023-12-10,Mobile,USA,44494
2023-12-11,Tablet,Canada,38709
2023-12-11,Tablet,USA,5812
2023-12-11,Headphones,Canada,7658
2023-12-11,Tablet,India,8467
2023-12-11,Tablet,India,30605
2023-12-12,Mobile,India,46497
2023-12-12,Headphones,UK,36325
2023-12-13,Mobile,UK,5464
2023-12-13,Mobile,India,12940
2023-12-13,Tablet,India,34843
2023-12-13,Mobile,USA,46709
2023-12-13,Mobile,Germany,28879
2023-12-14,Tablet,India,43004
2023-12-14,Mobile,USA,10049
2023-12-14,Tablet,Canada,17715
2023-12-14,Smartwatch,Canada,21631
2023-12-15,Camera,UK,33226
2023-12-15,Smartwatch,India,48586
2023-12-16,Laptop,Germany,27521
2023-12-16,Tablet,Canada,32144
2023-12-16,Laptop,Germany,3355
2023-12-17,Smartwatch,Germany,33921
2023-12-17,Camera,Canada,20972
2023-12-17,Smartwatch,UK,25388
2023-12-17,Tablet,UK,30289
2023-12-18,Headphones,India,35113
2023-12-18,Camera,USA,14014
2023-12-18,Mobile,USA,49735
2023-12-18,Smartwatch,UK,4673
2023-12-19,Camera,India,6146
2023-12-19,Tablet,USA,10719
2023-12-20,Headphones,Germany,15176
2023-12-20,Laptop,Germany,36530
2023-12-20,Headphones,USA,5273
2023-12-21,Mobile,UK,14994
2023-12-21,Smartwatch,UK,26573
2023-12-21,Headphones,Canada,21701
2023-12-22,Tablet,Canada,37331
2023-12-22,Tablet,USA,34112
2023-12-22,Smartwatch,UK,27826
2023-12-22,Tablet,Canada,45714
2023-12-22,Camera,UK,14767
2023-12-23,Mobile,India,36251
2023-12-23,Smartwatch,UK,6896
2023-12-23,Camera,UK,32703
2023-12-23,Camera,Canada,32437
2023-12-23,Tablet,India,16994
2023-12-24,Mobile,UK,48240
2023-12-24,Headphones,Canada,33477
2023-12-25,Mobile,USA,38010
2023-12-25,Mobile,UK,16839
2023-12-25,Tablet,India,49466
2023-12-26,Smartwatch,USA,26588
2023-12-26,Mobile,UK,10245
2023-12-27,Mobile,Germany,31431
2023-12-27,Smartwatch,Canada,30304
2023-12-27,Headphones,Canada,9842
2023-12-27,Smartwatch,Germany,18915
2023-12-27,Camera,Germany,46234
2023-12-28,Camera,Germany,48321
2023-12-28,Laptop,Germany,44272
2023-12-28,Tablet,Germany,34167
2023-12-28,Camera,Germany,24115
2023-12-28,Mobile,UK,1381
2023-12-29,Mobile,UK,27350
2023-12-29,Laptop,India,28939
2023-12-29,Smartwatch,India,14597
2023-12-29,Camera,UK,40829
2023-12-30,Laptop,USA,26020
2023-12-30,Smartwatch,India,36056
2023-12-31,Tablet,India,44354
2023-12-31,Camera,Canada,6337
